extraction_id,document_id,extractor,extractor_version,field_name,field_value,confidence,is_correct,raw_response,extracted_at
2764,504,OPTISCAN_V2,2.14.3,nsf_count,6,0.9992,,"{""field"":""nsf_count"",""value"":""6"",""confidence"":0.9992,""engine"":""optiscan_v2"",""page"":10,""bbox"":[91,397,133,397]}",2026-02-19 14:08:26.559606-05:00
2765,505,AI_SERVICE,0.4.1,business_name,Lantern Roofing So1utions Inc,0.9561,false,"{""field"":""business_name"",""value"":""Lantern Roofing So1utions Inc"",""confidence"":0.9561,""engine"":""ai_service"",""page"":3,""bbox"":[232,325,475,187]}",2026-02-19 06:20:52.902261-05:00
2766,505,AI_SERVICE,0.4.1,ein,71-3247946,0.9708,,"{""field"":""ein"",""value"":""71-3247946"",""confidence"":0.9708,""engine"":""ai_service"",""page"":3,""bbox"":[119,620,173,179]}",2026-02-19 06:14:45.494747-05:00
2767,505,AI_SERVICE,0.4.1,account_number,****1034,0.9999,,"{""field"":""account_number"",""value"":""****1034"",""confidence"":0.9999,""engine"":""ai_service"",""page"":8,""bbox"":[199,236,238,424]}",2026-02-19 06:23:46.109660-05:00
2768,505,AI_SERVICE,0.4.1,statement_period_start,2025-12-01,0.9701,false,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9701,""engine"":""ai_service"",""page"":8,""bbox"":[196,447,403,378]}",2026-02-19 06:15:29.123901-05:00
2769,505,AI_SERVICE,0.4.1,statement_period_end,2026-01-28,0.9555,false,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9555,""engine"":""ai_service"",""page"":8,""bbox"":[258,661,98,115]}",2026-02-19 06:25:13.297289-05:00
2770,505,AI_SERVICE,0.4.1,ending_balance,140864.49,0.982,false,"{""field"":""ending_balance"",""value"":""140864.49"",""confidence"":0.982,""engine"":""ai_service"",""page"":4,""bbox"":[306,258,295,431]}",2026-02-19 06:21:22.807094-05:00
2771,505,AI_SERVICE,0.4.1,total_deposits,374836.26,0.9999,,"{""field"":""total_deposits"",""value"":""374836.26"",""confidence"":0.9999,""engine"":""ai_service"",""page"":8,""bbox"":[136,481,143,73]}",2026-02-19 06:19:22.168904-05:00
2772,505,AI_SERVICE,0.4.1,total_withdrawals,120299.55,0.9999,,"{""field"":""total_withdrawals"",""value"":""120299.55"",""confidence"":0.9999,""engine"":""ai_service"",""page"":8,""bbox"":[213,249,497,708]}",2026-02-19 06:18:20.607743-05:00
2773,505,AI_SERVICE,0.4.1,nsf_count,0,0.9335,false,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9335,""engine"":""ai_service"",""page"":5,""bbox"":[120,84,186,474]}",2026-02-19 06:15:28.604121-05:00
2774,506,OPTISCAN_V2,2.14.3,business_name,Pinehurst Welding Inc,0.9999,,"{""field"":""business_name"",""value"":""Pinehurst Welding Inc"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":8,""bbox"":[205,527,349,430]}",2026-02-10 11:40:58.802453-05:00
2775,506,OPTISCAN_V2,2.14.3,ein,56-9230743,0.9238,,"{""field"":""ein"",""value"":""56-9230743"",""confidence"":0.9238,""engine"":""optiscan_v2"",""page"":13,""bbox"":[177,549,180,461]}",2026-02-10 11:51:07.498531-05:00
2776,506,OPTISCAN_V2,2.14.3,account_number,****5088,0.9261,,"{""field"":""account_number"",""value"":""****5088"",""confidence"":0.9261,""engine"":""optiscan_v2"",""page"":8,""bbox"":[63,457,424,360]}",2026-02-10 11:41:34.577708-05:00
2777,506,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.8888,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.8888,""engine"":""optiscan_v2"",""page"":3,""bbox"":[301,494,356,391]}",2026-02-10 11:50:08.528732-05:00
2778,506,OPTISCAN_V2,2.14.3,statement_period_end,2026-02-28,0.9999,,"{""field"":""statement_period_end"",""value"":""2026-02-28"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":10,""bbox"":[354,628,78,596]}",2026-02-10 11:47:55.426613-05:00
2779,506,OPTISCAN_V2,2.14.3,ending_balance,227392.51,0.9999,,"{""field"":""ending_balance"",""value"":""227392.51"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":11,""bbox"":[177,215,459,224]}",2026-02-10 11:49:48.289003-05:00
2780,506,OPTISCAN_V2,2.14.3,total_deposits,104841.46,0.9688,,"{""field"":""total_deposits"",""value"":""104841.46"",""confidence"":0.9688,""engine"":""optiscan_v2"",""page"":14,""bbox"":[266,492,485,354]}",2026-02-10 11:51:55.169985-05:00
2781,506,OPTISCAN_V2,2.14.3,total_withdrawals,289781.50,0.9877,,"{""field"":""total_withdrawals"",""value"":""289781.50"",""confidence"":0.9877,""engine"":""optiscan_v2"",""page"":13,""bbox"":[385,317,295,180]}",2026-02-10 11:47:24.549848-05:00
2782,506,OPTISCAN_V2,2.14.3,nsf_count,0,0.9294,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9294,""engine"":""optiscan_v2"",""page"":11,""bbox"":[192,665,290,682]}",2026-02-10 11:47:41.384996-05:00
2783,507,OPTISCAN_V2,2.14.3,business_name,Pinehurst Welding Inc,0.9836,true,"{""field"":""business_name"",""value"":""Pinehurst Welding Inc"",""confidence"":0.9836,""engine"":""optiscan_v2"",""page"":6,""bbox"":[101,175,500,403]}",2026-02-07 22:52:04.331325-05:00
2784,507,OPTISCAN_V2,2.14.3,ein,56-9230743,0.965,true,"{""field"":""ein"",""value"":""56-9230743"",""confidence"":0.965,""engine"":""optiscan_v2"",""page"":2,""bbox"":[386,180,105,430]}",2026-02-07 22:50:21.058204-05:00
2785,507,OPTISCAN_V2,2.14.3,account_number,****8142,0.9553,,"{""field"":""account_number"",""value"":""****8142"",""confidence"":0.9553,""engine"":""optiscan_v2"",""page"":6,""bbox"":[281,243,407,698]}",2026-02-07 22:52:10.703584-05:00
2786,507,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9999,false,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[294,367,293,654]}",2026-02-07 22:45:09.407214-05:00
2787,507,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9387,true,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9387,""engine"":""optiscan_v2"",""page"":4,""bbox"":[175,57,443,428]}",2026-02-07 22:49:11.488991-05:00
2788,507,OPTISCAN_V2,2.14.3,ending_balance,142580.55,0.9802,,"{""field"":""ending_balance"",""value"":""142580.55"",""confidence"":0.9802,""engine"":""optiscan_v2"",""page"":1,""bbox"":[69,103,333,602]}",2026-02-07 22:39:42.995785-05:00
2789,507,OPTISCAN_V2,2.14.3,total_deposits,115402.56,0.9383,,"{""field"":""total_deposits"",""value"":""115402.56"",""confidence"":0.9383,""engine"":""optiscan_v2"",""page"":6,""bbox"":[195,608,337,578]}",2026-02-07 22:41:35.150827-05:00
2790,507,OPTISCAN_V2,2.14.3,total_withdrawals,319156.46,0.9504,,"{""field"":""total_withdrawals"",""value"":""319156.46"",""confidence"":0.9504,""engine"":""optiscan_v2"",""page"":3,""bbox"":[165,341,247,167]}",2026-02-07 22:47:30.734079-05:00
2791,507,OPTISCAN_V2,2.14.3,nsf_count,0,0.911,,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.911,""engine"":""optiscan_v2"",""page"":2,""bbox"":[295,92,250,257]}",2026-02-07 22:45:02.676148-05:00
2792,508,OPTISCAN_V2,2.14.3,business_name,Lincolnton Physical Therapy Group LLC,0.9686,,"{""field"":""business_name"",""value"":""Lincolnton Physical Therapy Group LLC"",""confidence"":0.9686,""engine"":""optiscan_v2"",""page"":3,""bbox"":[179,552,256,501]}",2026-02-08 19:06:41.488910-05:00
2793,508,OPTISCAN_V2,2.14.3,ein,58 5486873,0.9223,,"{""field"":""ein"",""value"":""58 5486873"",""confidence"":0.9223,""engine"":""optiscan_v2"",""page"":4,""bbox"":[268,199,310,622]}",2026-02-08 19:03:30.757873-05:00
2794,508,OPTISCAN_V2,2.14.3,account_number,****3712,0.9623,true,"{""field"":""account_number"",""value"":""****3712"",""confidence"":0.9623,""engine"":""optiscan_v2"",""page"":5,""bbox"":[57,145,171,388]}",2026-02-08 19:07:31.006286-05:00
2795,508,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9489,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9489,""engine"":""optiscan_v2"",""page"":2,""bbox"":[263,601,137,406]}",2026-02-08 19:16:16.192778-05:00
2796,508,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9782,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9782,""engine"":""optiscan_v2"",""page"":2,""bbox"":[105,272,453,370]}",2026-02-08 19:03:28.675127-05:00
2797,508,OPTISCAN_V2,2.14.3,ending_balance,225757.04,0.8886,,"{""field"":""ending_balance"",""value"":""225757.04"",""confidence"":0.8886,""engine"":""optiscan_v2"",""page"":5,""bbox"":[350,474,120,531]}",2026-02-08 19:02:11.722301-05:00
2798,508,OPTISCAN_V2,2.14.3,total_deposits,230265.97,0.975,,"{""field"":""total_deposits"",""value"":""230265.97"",""confidence"":0.975,""engine"":""optiscan_v2"",""page"":5,""bbox"":[367,137,458,611]}",2026-02-08 19:06:33.750116-05:00
2799,508,OPTISCAN_V2,2.14.3,total_withdrawals,277147.75,0.9234,,"{""field"":""total_withdrawals"",""value"":""277147.75"",""confidence"":0.9234,""engine"":""optiscan_v2"",""page"":4,""bbox"":[353,515,282,137]}",2026-02-08 19:12:26.771005-05:00
2800,508,OPTISCAN_V2,2.14.3,nsf_count,1,0.9631,,"{""field"":""nsf_count"",""value"":""1"",""confidence"":0.9631,""engine"":""optiscan_v2"",""page"":1,""bbox"":[74,625,367,152]}",2026-02-08 19:05:21.701600-05:00
2801,509,OPTISCAN_V2,2.14.3,business_name,Lincolnton Physical Therapy Group LLC,0.9498,,"{""field"":""business_name"",""value"":""Lincolnton Physical Therapy Group LLC"",""confidence"":0.9498,""engine"":""optiscan_v2"",""page"":2,""bbox"":[145,392,78,537]}",2026-02-07 08:48:26.781081-05:00
2802,509,OPTISCAN_V2,2.14.3,ein,58 5486873,0.9488,,"{""field"":""ein"",""value"":""58 5486873"",""confidence"":0.9488,""engine"":""optiscan_v2"",""page"":3,""bbox"":[78,263,268,171]}",2026-02-07 08:47:35.948846-05:00
2803,509,OPTISCAN_V2,2.14.3,account_number,****1119,0.9448,true,"{""field"":""account_number"",""value"":""****1119"",""confidence"":0.9448,""engine"":""optiscan_v2"",""page"":3,""bbox"":[215,228,114,679]}",2026-02-07 08:50:02.863575-05:00
2804,509,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9166,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9166,""engine"":""optiscan_v2"",""page"":1,""bbox"":[263,85,470,547]}",2026-02-07 08:43:04.296759-05:00
2805,509,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9455,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9455,""engine"":""optiscan_v2"",""page"":3,""bbox"":[292,314,68,245]}",2026-02-07 08:44:00.377424-05:00
2806,509,OPTISCAN_V2,2.14.3,ending_balance,76331.65,0.9781,,"{""field"":""ending_balance"",""value"":""76331.65"",""confidence"":0.9781,""engine"":""optiscan_v2"",""page"":3,""bbox"":[398,451,319,486]}",2026-02-07 08:47:57.625891-05:00
2807,509,OPTISCAN_V2,2.14.3,total_deposits,98748.40,0.9425,,"{""field"":""total_deposits"",""value"":""98748.40"",""confidence"":0.9425,""engine"":""optiscan_v2"",""page"":3,""bbox"":[264,268,364,149]}",2026-02-07 08:51:13.063431-05:00
2808,509,OPTISCAN_V2,2.14.3,total_withdrawals,253326.39,0.9999,,"{""field"":""total_withdrawals"",""value"":""253326.39"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":1,""bbox"":[165,691,219,568]}",2026-02-07 08:51:03.031689-05:00
2809,509,OPTISCAN_V2,2.14.3,nsf_count,2,0.9483,,"{""field"":""nsf_count"",""value"":""2"",""confidence"":0.9483,""engine"":""optiscan_v2"",""page"":1,""bbox"":[316,71,121,43]}",2026-02-07 08:52:08.469286-05:00
2810,511,OPTISCAN_V2,2.14.3,business_name,Lincolnton Physical Therapy Group LLC,0.959,,"{""field"":""business_name"",""value"":""Lincolnton Physical Therapy Group LLC"",""confidence"":0.959,""engine"":""optiscan_v2"",""page"":2,""bbox"":[176,133,301,487]}",2026-02-07 21:53:45.319055-05:00
2811,511,OPTISCAN_V2,2.14.3,ein,58 5486873,0.9626,,"{""field"":""ein"",""value"":""58 5486873"",""confidence"":0.9626,""engine"":""optiscan_v2"",""page"":3,""bbox"":[132,225,344,508]}",2026-02-07 21:50:55.726161-05:00
2812,511,OPTISCAN_V2,2.14.3,account_number,****1517,0.943,,"{""field"":""account_number"",""value"":""****1517"",""confidence"":0.943,""engine"":""optiscan_v2"",""page"":1,""bbox"":[290,245,313,226]}",2026-02-07 21:50:50.996841-05:00
2813,511,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9667,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9667,""engine"":""optiscan_v2"",""page"":2,""bbox"":[283,339,155,447]}",2026-02-07 21:54:40.581380-05:00
2814,511,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9999,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":3,""bbox"":[304,184,276,64]}",2026-02-07 21:49:57.390843-05:00
2815,511,OPTISCAN_V2,2.14.3,ending_balance,9183.82,0.9524,,"{""field"":""ending_balance"",""value"":""9183.82"",""confidence"":0.9524,""engine"":""optiscan_v2"",""page"":2,""bbox"":[290,408,123,631]}",2026-02-07 21:54:38.730514-05:00
2816,511,OPTISCAN_V2,2.14.3,total_deposits,168753.65,0.9534,,"{""field"":""total_deposits"",""value"":""168753.65"",""confidence"":0.9534,""engine"":""optiscan_v2"",""page"":4,""bbox"":[398,228,107,226]}",2026-02-07 21:52:57.908378-05:00
2817,511,OPTISCAN_V2,2.14.3,total_withdrawals,362603.13,0.9505,true,"{""field"":""total_withdrawals"",""value"":""362603.13"",""confidence"":0.9505,""engine"":""optiscan_v2"",""page"":3,""bbox"":[43,59,123,406]}",2026-02-07 21:52:56.061076-05:00
2818,511,OPTISCAN_V2,2.14.3,nsf_count,6,0.9613,true,"{""field"":""nsf_count"",""value"":""6"",""confidence"":0.9613,""engine"":""optiscan_v2"",""page"":3,""bbox"":[56,606,313,52]}",2026-02-07 21:58:51.079039-05:00
2819,512,MANUAL,n/a,business_name,Elizabeth Welding Holdings LLC,1.0,true,"{""field"":""business_name"",""value"":""Elizabeth Welding Holdings LLC"",""confidence"":1.0,""engine"":""manual"",""page"":7,""bbox"":[217,346,376,459]}",2026-02-13 23:33:43.932227-05:00
2820,512,MANUAL,n/a,ein,720034274,1.0,,"{""field"":""ein"",""value"":""720034274"",""confidence"":1.0,""engine"":""manual"",""page"":7,""bbox"":[347,336,365,126]}",2026-02-13 23:27:35.118523-05:00
2821,512,MANUAL,n/a,account_number,****3358,1.0,,"{""field"":""account_number"",""value"":""****3358"",""confidence"":1.0,""engine"":""manual"",""page"":4,""bbox"":[62,159,182,610]}",2026-02-13 23:28:31.781424-05:00
2822,512,MANUAL,n/a,statement_period_start,2025-12-01,1.0,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":1.0,""engine"":""manual"",""page"":3,""bbox"":[27,663,342,188]}",2026-02-13 23:33:32.857440-05:00
2823,512,MANUAL,n/a,statement_period_end,2026-01-28,1.0,true,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":1.0,""engine"":""manual"",""page"":6,""bbox"":[205,235,456,35]}",2026-02-13 23:35:27.576821-05:00
2824,512,MANUAL,n/a,ending_balance,57327.46,1.0,,"{""field"":""ending_balance"",""value"":""57327.46"",""confidence"":1.0,""engine"":""manual"",""page"":2,""bbox"":[40,120,236,177]}",2026-02-13 23:25:03.854192-05:00
2825,512,MANUAL,n/a,total_deposits,86213.52,1.0,,"{""field"":""total_deposits"",""value"":""86213.52"",""confidence"":1.0,""engine"":""manual"",""page"":3,""bbox"":[170,364,251,693]}",2026-02-13 23:32:33.404011-05:00
2826,512,MANUAL,n/a,total_withdrawals,145498.45,1.0,,"{""field"":""total_withdrawals"",""value"":""145498.45"",""confidence"":1.0,""engine"":""manual"",""page"":3,""bbox"":[307,267,348,511]}",2026-02-13 23:35:18.153612-05:00
2827,512,MANUAL,n/a,nsf_count,6,1.0,,"{""field"":""nsf_count"",""value"":""6"",""confidence"":1.0,""engine"":""manual"",""page"":4,""bbox"":[304,215,475,662]}",2026-02-13 23:26:12.649898-05:00
2828,513,OPTISCAN_V2,2.14.3,business_name,Elizabeth Welding Holdings LLC,0.9695,,"{""field"":""business_name"",""value"":""Elizabeth Welding Holdings LLC"",""confidence"":0.9695,""engine"":""optiscan_v2"",""page"":2,""bbox"":[269,661,450,149]}",2026-02-16 09:09:26.162485-05:00
2829,513,OPTISCAN_V2,2.14.3,ein,720034274,0.9992,,"{""field"":""ein"",""value"":""720034274"",""confidence"":0.9992,""engine"":""optiscan_v2"",""page"":4,""bbox"":[131,154,308,390]}",2026-02-16 09:15:40.884323-05:00
2830,513,OPTISCAN_V2,2.14.3,account_number,****9685,0.9656,,"{""field"":""account_number"",""value"":""****9685"",""confidence"":0.9656,""engine"":""optiscan_v2"",""page"":1,""bbox"":[242,405,103,685]}",2026-02-16 09:11:24.390339-05:00
2831,513,OPTISCAN_V2,2.14.3,statement_period_start,2025-12-01,0.9636,,"{""field"":""statement_period_start"",""value"":""2025-12-01"",""confidence"":0.9636,""engine"":""optiscan_v2"",""page"":4,""bbox"":[201,457,395,368]}",2026-02-16 09:11:14.832267-05:00
2832,513,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9679,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9679,""engine"":""optiscan_v2"",""page"":4,""bbox"":[32,430,472,184]}",2026-02-16 09:16:32.657920-05:00
2833,513,OPTISCAN_V2,2.14.3,ending_balance,125783.83,0.9507,true,"{""field"":""ending_balance"",""value"":""125783.83"",""confidence"":0.9507,""engine"":""optiscan_v2"",""page"":1,""bbox"":[211,287,323,158]}",2026-02-16 09:15:00.242736-05:00
2834,513,OPTISCAN_V2,2.14.3,total_deposits,203539.50,0.9686,,"{""field"":""total_deposits"",""value"":""203539.50"",""confidence"":0.9686,""engine"":""optiscan_v2"",""page"":1,""bbox"":[187,168,196,583]}",2026-02-16 09:15:02.319002-05:00
2835,513,OPTISCAN_V2,2.14.3,total_withdrawals,240080.04,0.953,,"{""field"":""total_withdrawals"",""value"":""240080.04"",""confidence"":0.953,""engine"":""optiscan_v2"",""page"":4,""bbox"":[386,491,406,620]}",2026-02-16 09:23:14.809691-05:00
2836,513,OPTISCAN_V2,2.14.3,nsf_count,0,0.9456,true,"{""field"":""nsf_count"",""value"":""0"",""confidence"":0.9456,""engine"":""optiscan_v2"",""page"":2,""bbox"":[101,185,137,206]}",2026-02-16 09:19:45.867271-05:00
2837,518,OPTISCAN_V2,2.14.3,business_name,Concord Supply Co,0.954,,"{""field"":""business_name"",""value"":""Concord Supply Co"",""confidence"":0.954,""engine"":""optiscan_v2"",""page"":3,""bbox"":[177,395,296,202]}",2026-02-06 11:13:08.451211-05:00
2838,518,OPTISCAN_V2,2.14.3,ein,23-2082247,0.9391,,"{""field"":""ein"",""value"":""23-2082247"",""confidence"":0.9391,""engine"":""optiscan_v2"",""page"":1,""bbox"":[289,191,325,527]}",2026-02-06 11:21:27.991877-05:00
2839,518,OPTISCAN_V2,2.14.3,account_number,****0983,0.9598,,"{""field"":""account_number"",""value"":""****0983"",""confidence"":0.9598,""engine"":""optiscan_v2"",""page"":1,""bbox"":[78,450,397,168]}",2026-02-06 11:21:56.154535-05:00
2840,518,OPTISCAN_V2,2.14.3,statement_period_start,2026-01-01,0.997,,"{""field"":""statement_period_start"",""value"":""2026-01-01"",""confidence"":0.997,""engine"":""optiscan_v2"",""page"":1,""bbox"":[376,699,322,55]}",2026-02-06 11:21:58.386738-05:00
2841,518,OPTISCAN_V2,2.14.3,statement_period_end,2026-01-28,0.9873,,"{""field"":""statement_period_end"",""value"":""2026-01-28"",""confidence"":0.9873,""engine"":""optiscan_v2"",""page"":2,""bbox"":[282,367,433,62]}",2026-02-06 11:18:39.350413-05:00
2842,518,OPTISCAN_V2,2.14.3,ending_balance,50673.73,0.9999,true,"{""field"":""ending_balance"",""value"":""50673.73"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":3,""bbox"":[249,412,171,415]}",2026-02-06 11:23:27.695394-05:00
2843,518,OPTISCAN_V2,2.14.3,total_deposits,50959.96,0.947,,"{""field"":""total_deposits"",""value"":""50959.96"",""confidence"":0.947,""engine"":""optiscan_v2"",""page"":2,""bbox"":[284,374,490,427]}",2026-02-06 11:12:31.717083-05:00
2844,518,OPTISCAN_V2,2.14.3,total_withdrawals,285022.36,0.9999,,"{""field"":""total_withdrawals"",""value"":""285022.36"",""confidence"":0.9999,""engine"":""optiscan_v2"",""page"":2,""bbox"":[388,644,192,612]}",2026-02-06 11:23:41.237298-05:00
2845,518,OPTISCAN_V2,2.14.3,nsf_count,1,0.9842,,"{""field"":""nsf_count"",""value"":""1"",""confidence"":0.9842,""engine"":""optiscan_v2"",""page"":5,""bbox"":[351,507,179,374]}",2026-02-06 11:20:36.844257-05:00
2846,519,AI_SERVICE,0.4.1,business_name,Sunbelt Logistics LLC,0.9385,true,"{""field"":""business_name"",""value"":""Sunbelt Logistics LLC"",""confidence"":0.9385,""engine"":""ai_service"",""page"":1,""bbox"":[347,386,419,680]}",2026-03-21 13:31:29.797980-05:00
2847,519,AI_SERVICE,0.4.1,ein,EIN 86-2474301,0.9999,,"{""field"":""ein"",""value"":""EIN 86-2474301"",""confidence"":0.9999,""engine"":""ai_service"",""page"":6,""bbox"":[259,307,369,507]}",2026-03-21 13:38:23.155464-05:00
2848,519,AI_SERVICE,0.4.1,account_number,****4517,0.9796,,"{""field"":""account_number"",""value"":""****4517"",""confidence"":0.9796,""engine"":""ai_service"",""page"":10,""bbox"":[176,636,325,233]}",2026-03-21 13:31:13.323688-05:00
