decision_id,application_id,outcome,approved_amount,rate_apr,term_months,reason_codes,decided_by,policy_version,monthly_revenue_used,dscr,decided_at,created_at
623,750,APPROVED,39950.00,20.208,84,"TIB_OK, COLLATERAL_OK",t.rivas,credit-policy-2025,91505.16,2.441,2026-02-19 12:44:52.487489-05:00,2026-02-19 12:45:14.069673-05:00
624,751,APPROVED,484500.00,28.776,60,CREDIT_OK,m.okonkwo,credit-policy-2024,926128.85,2.598,2026-02-18 21:34:13.977941-05:00,2026-02-18 21:34:33.403913-05:00
625,752,APPROVED,18200.00,27.312,24,"MANUAL_OVERRIDE_RB,REVENUE_VERIFIED",j.beaumont,credit-policy-2025,114403.67,3.376,2026-03-06 16:48:47.989621-05:00,2026-03-06 16:49:14.969555-05:00
626,753,DECLINED,,,,"INDUSTRY_RESTRICTED,COLLATERAL_SHORTFALL,EXISTING_DEBT",t.rivas,credit-policy-2024,578268.82,2.255,2026-02-28 05:50:42.327095-05:00,2026-02-28 05:50:56.648131-05:00
627,754,COUNTER_OFFER,290500.00,23.579,12,DSCR_OK,c.obrien,credit-policy-2025,814186.79,3.131,2026-02-16 00:03:02.098070-05:00,2026-02-16 00:03:09.192580-05:00
628,755,DECLINED,,,,"UNVERIFIED_REVENUE,",p.deshmukh,credit-policy-2024,56650.55,1.826,2026-02-16 06:25:10.747560-05:00,2026-02-16 06:25:31.450061-05:00
629,756,APPROVED,87000.00,10.663,36,"CREDIT_OK,POLICY_EXCEPTION_APPROVED",m.okonkwo,credit-policy-FINAL2,144100.25,2.936,2026-03-11 00:21:55.872145-05:00,2026-03-11 00:22:19.423960-05:00
630,757,DECLINED,,,,DSCR_BELOW_MIN,renee.blackwell,credit-policy-FINAL2,153482.64,1.899,2026-02-28 19:55:33.181720-05:00,2026-02-28 19:55:36.294121-05:00
631,759,APPROVED,350000.00,23.266,24,,k.abernathy,credit-policy-FINAL2,129950.05,2.252,2026-02-25 04:52:47.022841-05:00,2026-02-25 04:52:55.520882-05:00
632,760,APPROVED,91000.00,19.462,24,"REVENUE_VERIFIED,DSCR_OK,",c.obrien,credit-policy-2025,195860.81,2.934,2026-02-19 08:33:57.756710-05:00,2026-02-19 08:34:14.337010-05:00
633,761,APPROVED,115000.00,18.441,36,"MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED",s.whitfield,credit-policy-FINAL2,117774.03,2.611,2026-02-21 04:49:09.268007-05:00,2026-02-21 04:49:12.301593-05:00
634,762,APPROVED,370000.00,14.65,48,"TIB_OK, DSCR_OK",c.obrien,credit-policy-2025,2866953.91,2.104,2026-02-21 20:23:48.420437-05:00,2026-02-21 20:23:52.180135-05:00
635,763,APPROVED,37500.00,17.458,48,"REVENUE_VERIFIED, CREDIT_OK",j.beaumont,credit-policy-2024,84740.59,1.714,2026-02-20 12:21:12.431431-05:00,2026-02-20 12:21:40.636098-05:00
636,764,DECLINED,,,,"INDUSTRY_RESTRICTED,COLLATERAL_SHORTFALL,NSF_ACTIVITY",renee.blackwell,credit-policy-2025,92536.83,2.69,2026-02-20 15:16:27.565899-05:00,2026-02-20 15:16:48.077038-05:00
637,765,APPROVED,100000.00,18.808,60,COLLATERAL_OK,s.whitfield,credit-policy-2025,114000.92,3.016,2026-02-22 19:18:56.723932-05:00,2026-02-22 19:19:05.873089-05:00
638,766,DECLINED,,,,"NSF_ACTIVITY, COLLATERAL_SHORTFALL, CREDIT_SCORE",l.nakamura,credit-policy-FINAL2,79761.49,1.775,2026-02-21 06:45:49.049483-05:00,2026-02-21 06:46:07.319671-05:00
639,767,APPROVED,73500.00,21.798,36,"CREDIT_OK,DSCR_OK",j.beaumont,credit-policy-FINAL2,200723.09,3.136,2026-03-07 21:35:24.329582-05:00,2026-03-07 21:35:49.020052-05:00
640,768,APPROVED,119000.00,9.227,48,"MANUAL_OVERRIDE_RB, POLICY_EXCEPTION_APPROVED, REVENUE_VERIFIED",j.beaumont,credit-policy-2025,192604.39,0.721,2026-03-07 09:50:44.171093-05:00,2026-03-07 09:51:04.275369-05:00
641,769,COUNTER_OFFER,62000.00,26.946,84,"DSCR_OK, TIB_OK",renee.blackwell,credit-policy-2025,102164.54,1.553,2026-02-18 06:21:06.377066-05:00,2026-02-18 06:21:26.101533-05:00
642,770,DECLINED,,,,DSCR_BELOW_MIN,s.whitfield,credit-policy-2025,520508.89,1.333,2026-02-23 13:04:51.739325-05:00,2026-02-23 13:04:59.508561-05:00
643,771,APPROVED,165000.00,18.873,36,"CREDIT_OK,",s.whitfield,credit-policy-FINAL2,372776.43,0.936,2026-02-18 10:36:00.390925-05:00,2026-02-18 10:36:10.749610-05:00
644,772,DECLINED,,,,"TIME_IN_BUSINESS, STACKED_DEBT",s.whitfield,credit-policy-FINAL2,203251.80,2.509,2026-02-22 23:56:16.162316-05:00,2026-02-22 23:56:37.710444-05:00
645,773,APPROVED,890000.00,17.473,60,"COLLATERAL_OK, REVENUE_VERIFIED, POLICY_EXCEPTION_APPROVED",j.beaumont,credit-policy-2025,2381957.15,1.777,2026-03-01 18:32:05.659904-05:00,2026-03-01 18:32:10.771755-05:00
646,774,DECLINED,,,,"COLLATERAL_SHORTFALL,TIME_IN_BUSINESS,STACKED_DEBT,EXISTING_DEBT",t.rivas,credit-policy-2025,128125.21,1.578,2026-02-24 18:22:39.551869-05:00,2026-02-24 18:23:01.361639-05:00
647,775,APPROVED,44000.00,22.098,12,"TIB_OK, DSCR_OK, POLICY_EXCEPTION_APPROVED",s.whitfield,credit-policy-2024,134206.39,0.7,2026-02-27 07:44:17.806612-05:00,2026-02-27 07:44:46.386977-05:00
648,776,APPROVED,23100.00,15.751,48,"DSCR_OK,REVENUE_VERIFIED,TIB_OK",d.pham,credit-policy-2025,80422.51,3.141,2026-02-26 03:39:49.057654-05:00,2026-02-26 03:40:05.214834-05:00
649,778,DECLINED,,,,CREDIT_SCORE,renee.blackwell,credit-policy-2025,189221.14,2.706,2026-02-21 01:27:42.227759-05:00,2026-02-21 01:27:50.972709-05:00
650,779,APPROVED,108500.00,23.04,60,"MANUAL_OVERRIDE_RB, COLLATERAL_OK",s.whitfield,credit-policy-FINAL2,207086.48,3.11,2026-02-17 03:18:39.381849-05:00,2026-02-17 03:18:45.478841-05:00
651,781,APPROVED,36000.00,9.706,84,"TIB_OK,MANUAL_OVERRIDE_RB,REVENUE_VERIFIED",s.whitfield,credit-policy-2025,110844.51,2.32,2026-02-20 05:14:49.665261-05:00,2026-02-20 05:15:04.755687-05:00
652,782,DECLINED,,,,"COLLATERAL_SHORTFALL, CREDIT_SCORE",k.abernathy,credit-policy-2025,4305840.70,1.257,2026-05-09 13:15:30.137931-05:00,2026-05-09 13:15:33.785953-05:00
653,783,APPROVED,305000.00,26.761,36,COLLATERAL_OK,j.beaumont,credit-policy-2025,655042.69,3.208,2026-02-28 03:16:52.918153-05:00,2026-02-28 03:17:17.628328-05:00
654,784,APPROVED,22100.00,14.551,36,"TIB_OK,REVENUE_VERIFIED,MANUAL_OVERRIDE_RB,",c.obrien,credit-policy-2025,81464.95,1.838,2026-02-26 12:23:31.180802-05:00,2026-02-26 12:23:54.433269-05:00
655,785,APPROVED,110000.00,27.872,84,"POLICY_EXCEPTION_APPROVED,DSCR_OK",j.beaumont,credit-policy-2025,306062.35,2.012,2026-02-27 02:04:55.431766-05:00,2026-02-27 02:05:18.794065-05:00
656,786,APPROVED,266000.00,8.491,60,REVENUE_VERIFIED,k.abernathy,credit-policy-2025,684027.93,2.001,2026-03-02 21:04:29.064983-05:00,2026-03-02 21:04:41.044942-05:00
657,787,APPROVED,105000.00,19.428,84,"TIB_OK,POLICY_EXCEPTION_APPROVED,DSCR_OK",t.rivas,credit-policy-FINAL2,263109.05,1.05,2026-02-21 12:57:34.961069-05:00,2026-02-21 12:57:40.547936-05:00
658,788,DECLINED,,,,"INDUSTRY_RESTRICTED,NSF_ACTIVITY",renee.blackwell,credit-policy-2024,995976.88,2.372,2026-02-20 13:08:39.386159-05:00,2026-02-20 13:08:53.614737-05:00
659,789,APPROVED,150000.00,25.447,60,"MANUAL_OVERRIDE_RB, REVENUE_VERIFIED",d.pham,credit-policy-2025,228995.57,0.778,2026-02-19 04:04:53.945695-05:00,2026-02-19 04:05:14.063354-05:00
660,790,APPROVED,153000.00,17.83,84,"POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED",d.pham,credit-policy-2024,229604.54,1.453,2026-03-07 11:08:50.352374-05:00,2026-03-07 11:09:04.904399-05:00
661,791,APPROVED,33000.00,21.644,60,"POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB,DSCR_OK,",p.deshmukh,credit-policy-2025,104532.37,2.562,2026-02-21 07:34:42.252606-05:00,2026-02-21 07:34:44.272033-05:00
662,793,APPROVED,174250.00,22.586,36,COLLATERAL_OK,c.obrien,credit-policy-2025,361378.98,2.103,2026-02-18 04:29:52.376410-05:00,2026-02-18 04:29:57.089019-05:00
663,794,DECLINED,,,,"UNVERIFIED_REVENUE,",a.castellanos,credit-policy-2025,111013.29,2.781,2026-02-25 11:35:46.912604-05:00,2026-02-25 11:36:01.572365-05:00
664,795,APPROVED,22400.00,24.472,36,"MANUAL_OVERRIDE_RB,",c.obrien,credit-policy-FINAL2,44141.55,2.948,2026-03-06 12:53:17.327871-05:00,2026-03-06 12:53:20.310863-05:00
665,796,COUNTER_OFFER,1386000.00,28.86,84,COLLATERAL_OK,m.okonkwo,credit-policy-2025,937574.65,2.344,2026-03-11 06:37:30.347114-05:00,2026-03-11 06:37:55.247716-05:00
666,797,APPROVED,28500.00,17.879,48,MANUAL_OVERRIDE_RB,a.castellanos,credit-policy-FINAL2,69298.88,1.0,2026-02-23 04:01:19.615176-05:00,2026-02-23 04:01:26.475193-05:00
667,798,DECLINED,,,,"NSF_ACTIVITY,REVENUE_BELOW_MIN,EXISTING_DEBT,COLLATERAL_SHORTFALL",l.nakamura,credit-policy-2025,143843.48,1.498,2026-02-22 09:02:13.549269-05:00,2026-02-22 09:02:40.502776-05:00
668,799,APPROVED,145000.00,15.255,84,"CREDIT_OK,REVENUE_VERIFIED",j.beaumont,credit-policy-2025,245480.02,3.37,2026-03-01 11:07:03.556506-05:00,2026-03-01 11:07:27.700743-05:00
669,800,COUNTER_OFFER,220000.00,27.364,36,DSCR_OK,d.pham,credit-policy-2025,176884.00,2.301,2026-02-22 18:57:51.429477-05:00,2026-02-22 18:58:00.547752-05:00
670,801,APPROVED,480000.00,13.979,60,"DSCR_OK,POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB",c.obrien,credit-policy-2025,617033.74,2.4,2026-02-21 22:10:39.924131-05:00,2026-02-21 22:11:03.482617-05:00
671,802,DECLINED,,,,"TIME_IN_BUSINESS,EXISTING_DEBT,CREDIT_SCORE",l.nakamura,credit-policy-2024,289955.48,1.736,2026-04-14 09:19:42.468225-05:00,2026-04-14 09:19:43.522405-05:00
672,804,APPROVED,48450.00,21.657,48,COLLATERAL_OK,t.rivas,credit-policy-2025,86171.98,1.941,2026-02-25 05:51:25.975812-05:00,2026-02-25 05:51:52.553366-05:00
673,805,APPROVED,385000.00,23.352,48,"REVENUE_VERIFIED, CREDIT_OK",s.whitfield,credit-policy-2025,749237.74,2.104,2026-02-26 12:03:00.238213-05:00,2026-02-26 12:03:02.131015-05:00
674,806,APPROVED,53000.00,28.323,48,"POLICY_EXCEPTION_APPROVED, MANUAL_OVERRIDE_RB, REVENUE_VERIFIED",t.rivas,credit-policy-2025,80772.38,2.471,2026-02-20 05:51:32.944523-05:00,2026-02-20 05:51:47.532906-05:00
675,807,APPROVED,61000.00,14.377,12,,renee.blackwell,credit-policy-2025,302575.52,2.791,2026-02-22 08:57:08.342637-05:00,2026-02-22 08:57:23.904831-05:00
676,808,APPROVED,12500.00,8.461,60,POLICY_EXCEPTION_APPROVED,a.castellanos,credit-policy-2024,63092.64,1.36,2026-02-17 05:47:38.358904-05:00,2026-02-17 05:47:50.118354-05:00
677,809,DECLINED,,,,"STACKED_DEBT, CREDIT_SCORE, TIME_IN_BUSINESS, INDUSTRY_RESTRICTED",p.deshmukh,credit-policy-2025,106144.22,2.025,2026-02-19 02:41:29.875156-05:00,2026-02-19 02:41:37.125342-05:00
678,810,APPROVED,44800.00,28.78,24,CREDIT_OK,renee.blackwell,credit-policy-2024,89708.78,1.529,2026-02-28 17:42:15.621439-05:00,2026-02-28 17:42:43.686248-05:00
679,811,APPROVED,182750.00,22.759,36,"CREDIT_OK, COLLATERAL_OK",s.whitfield,credit-policy-2024,254910.19,2.416,2026-02-24 07:08:40.538877-05:00,2026-02-24 07:09:08.509142-05:00
680,812,APPROVED,37000.00,27.39,24,"REVENUE_VERIFIED,DSCR_OK",c.obrien,credit-policy-2025,95131.47,0.728,2026-02-20 08:52:44.640247-05:00,2026-02-20 08:53:05.655549-05:00
681,813,DECLINED,,,,"REVENUE_BELOW_MIN, COLLATERAL_SHORTFALL, UNVERIFIED_REVENUE",m.okonkwo,credit-policy-2025,215395.84,3.394,2026-03-04 14:26:48.436041-05:00,2026-03-04 14:27:07.826478-05:00
682,814,DECLINED,,,,"INDUSTRY_RESTRICTED,REVENUE_BELOW_MIN,STACKED_DEBT",p.deshmukh,credit-policy-FINAL2,219089.15,2.612,2026-02-26 20:41:53.706880-05:00,2026-02-26 20:41:56.142931-05:00
683,815,DECLINED,,,,"TIME_IN_BUSINESS,UNVERIFIED_REVENUE,DSCR_BELOW_MIN,REVENUE_BELOW_MIN",l.nakamura,credit-policy-2025,966444.28,0.835,2026-02-20 19:29:09.225798-05:00,2026-02-20 19:29:33.009810-05:00
684,816,COUNTER_OFFER,120000.00,9.062,60,"POLICY_EXCEPTION_APPROVED,MANUAL_OVERRIDE_RB",k.abernathy,credit-policy-2024,113325.96,1.258,2026-03-04 07:47:20.849470-05:00,2026-03-04 07:47:35.533454-05:00
685,817,APPROVED,46500.00,16.626,36,"TIB_OK, COLLATERAL_OK, POLICY_EXCEPTION_APPROVED",p.deshmukh,credit-policy-FINAL2,164798.38,2.227,2026-02-24 06:42:13.705407-05:00,2026-02-24 06:42:14.967093-05:00
686,818,APPROVED,399500.00,8.382,12,"DSCR_OK, TIB_OK, POLICY_EXCEPTION_APPROVED",m.okonkwo,credit-policy-2025,889151.30,2.899,2026-02-19 07:59:45.892430-05:00,2026-02-19 08:00:10.921891-05:00
687,819,DECLINED,,,,"NSF_ACTIVITY,TIME_IN_BUSINESS,STACKED_DEBT,UNVERIFIED_REVENUE",j.beaumont,credit-policy-FINAL2,204019.36,2.972,2026-02-25 04:12:53.609038-05:00,2026-02-25 04:13:09.758719-05:00
688,820,APPROVED,50000.00,26.85,12,DSCR_OK,a.castellanos,credit-policy-2024,95609.08,3.051,2026-02-20 15:50:35.756963-05:00,2026-02-20 15:51:01.588211-05:00
689,822,DECLINED,,,,"REVENUE_BELOW_MIN,COLLATERAL_SHORTFALL,STACKED_DEBT,TIME_IN_BUSINESS",p.deshmukh,credit-policy-2025,677791.74,0.757,2026-02-21 01:44:44.173464-05:00,2026-02-21 01:44:46.919957-05:00
690,823,APPROVED,90000.00,24.96,12,"COLLATERAL_OK, POLICY_EXCEPTION_APPROVED",a.castellanos,credit-policy-2024,201122.28,2.961,2026-03-02 01:25:16.599342-05:00,2026-03-02 01:25:38.435600-05:00
691,824,APPROVED,250000.00,19.941,12,REVENUE_VERIFIED,a.castellanos,credit-policy-2025,196332.57,3.148,2026-02-23 20:57:41.785917-05:00,2026-02-23 20:58:00.641486-05:00
692,825,COUNTER_OFFER,40800.00,22.821,24,DSCR_OK,a.castellanos,credit-policy-2025,102070.83,2.899,2026-03-10 19:04:57.932018-05:00,2026-03-10 19:05:15.362320-05:00
693,826,APPROVED,33500.00,19.296,36,MANUAL_OVERRIDE_RB,a.castellanos,credit-policy-2025,47329.24,3.289,2026-02-20 19:46:07.382021-05:00,2026-02-20 19:46:27.767866-05:00
694,827,APPROVED,65000.00,28.099,84,"DSCR_OK, CREDIT_OK",a.castellanos,credit-policy-2024,84657.03,2.857,2026-03-01 12:17:41.869217-05:00,2026-03-01 12:17:58.484457-05:00
695,828,DECLINED,,,,"UNVERIFIED_REVENUE,CREDIT_SCORE,STACKED_DEBT,EXISTING_DEBT",l.nakamura,credit-policy-2025,885047.55,1.869,2026-02-19 17:46:49.194553-05:00,2026-02-19 17:46:53.319584-05:00
696,830,DECLINED,,,,"TIME_IN_BUSINESS, CREDIT_SCORE, UNVERIFIED_REVENUE, COLLATERAL_SHORTFALL",renee.blackwell,credit-policy-2025,87521.75,1.36,2026-02-20 10:49:49.680327-05:00,2026-02-20 10:50:12.080974-05:00
697,831,APPROVED,241500.00,19.094,24,"TIB_OK,REVENUE_VERIFIED",t.rivas,credit-policy-2025,417656.36,1.668,2026-02-23 22:51:53.852044-05:00,2026-02-23 22:52:02.358761-05:00
698,833,APPROVED,59500.00,13.75,84,"POLICY_EXCEPTION_APPROVED, CREDIT_OK",s.whitfield,credit-policy-FINAL2,269463.77,3.038,2026-03-02 05:07:23.438860-05:00,2026-03-02 05:07:41.185275-05:00
699,834,DECLINED,,,,"UNVERIFIED_REVENUE,DSCR_BELOW_MIN,STACKED_DEBT",c.obrien,credit-policy-2024,175381.16,2.227,2026-03-07 06:19:47.380312-05:00,2026-03-07 06:20:05.684889-05:00
700,835,DECLINED,,,,"STACKED_DEBT,TIME_IN_BUSINESS,NSF_ACTIVITY",c.obrien,credit-policy-FINAL2,536742.22,0.787,2026-03-15 00:31:06.520409-05:00,2026-03-15 00:31:29.810812-05:00
701,837,APPROVED,210000.00,14.019,84,"CREDIT_OK,",renee.blackwell,credit-policy-2024,292381.62,2.729,2026-03-04 21:50:36.365089-05:00,2026-03-04 21:51:01.168666-05:00
702,838,APPROVED,215000.00,11.527,12,"TIB_OK,DSCR_OK,REVENUE_VERIFIED",d.pham,credit-policy-2024,300350.98,2.282,2026-03-02 01:01:09.685031-05:00,2026-03-02 01:01:14.757278-05:00
703,839,APPROVED,381500.00,16.256,36,"DSCR_OK,REVENUE_VERIFIED,TIB_OK,",s.whitfield,credit-policy-2025,826771.37,2.39,2026-03-01 18:47:52.179393-05:00,2026-03-01 18:48:15.856437-05:00
704,840,APPROVED,45500.00,25.101,36,"DSCR_OK, CREDIT_OK",m.okonkwo,credit-policy-2025,267838.53,2.907,2026-02-28 22:01:15.750093-05:00,2026-02-28 22:01:28.972852-05:00
705,841,APPROVED,1420000.00,18.438,36,COLLATERAL_OK,d.pham,credit-policy-2025,1349142.60,2.436,2026-03-04 00:12:50.111401-05:00,2026-03-04 00:12:54.162091-05:00
706,842,COUNTER_OFFER,560000.00,23.018,84,CREDIT_OK,j.beaumont,credit-policy-2025,2730168.22,1.54,2026-03-12 06:46:26.283778-05:00,2026-03-12 06:46:51.152230-05:00
707,843,APPROVED,130000.00,17.965,84,"COLLATERAL_OK,CREDIT_OK,TIB_OK",a.castellanos,credit-policy-2025,217047.18,2.781,2026-02-19 09:57:00.424794-05:00,2026-02-19 09:57:27.072465-05:00
708,844,APPROVED,172500.00,14.088,60,"MANUAL_OVERRIDE_RB, POLICY_EXCEPTION_APPROVED, REVENUE_VERIFIED",p.deshmukh,credit-policy-2024,864125.56,1.681,2026-03-01 08:15:49.969798-05:00,2026-03-01 08:16:10.416708-05:00
709,845,APPROVED,13000.00,11.209,48,"MANUAL_OVERRIDE_RB,COLLATERAL_OK,REVENUE_VERIFIED",a.castellanos,credit-policy-2025,172339.87,2.825,2026-03-01 16:49:36.983628-05:00,2026-03-01 16:49:48.613321-05:00
710,846,APPROVED,80000.00,12.213,12,,m.okonkwo,credit-policy-2024,207441.23,2.116,2026-03-06 21:01:59.302405-05:00,2026-03-06 21:02:17.252798-05:00
711,847,APPROVED,215000.00,23.818,12,"MANUAL_OVERRIDE_RB,TIB_OK,POLICY_EXCEPTION_APPROVED",p.deshmukh,credit-policy-2025,134855.13,1.816,2026-03-04 02:34:13.887913-05:00,2026-03-04 02:34:38.347477-05:00
712,848,APPROVED,25500.00,23.026,12,MANUAL_OVERRIDE_RB,c.obrien,credit-policy-2025,72868.46,1.774,2026-02-20 04:36:17.984441-05:00,2026-02-20 04:36:44.727168-05:00
713,850,COUNTER_OFFER,892500.00,14.138,24,REVENUE_VERIFIED,a.castellanos,credit-policy-2025,2017216.09,2.772,2026-02-21 07:47:33.379359-05:00,2026-02-21 07:48:01.074605-05:00
714,851,DECLINED,,,,"TIME_IN_BUSINESS,CREDIT_SCORE,NSF_ACTIVITY",d.pham,credit-policy-2025,139624.02,0.707,2026-02-22 01:48:26.755674-05:00,2026-02-22 01:48:39.214894-05:00
715,853,DECLINED,,,,"TIME_IN_BUSINESS, INDUSTRY_RESTRICTED, REVENUE_BELOW_MIN",k.abernathy,credit-policy-2024,180061.75,0.932,2026-03-02 17:55:06.588446-05:00,2026-03-02 17:55:18.177132-05:00
716,854,APPROVED,1904000.00,16.434,24,"POLICY_EXCEPTION_APPROVED,REVENUE_VERIFIED,DSCR_OK",k.abernathy,credit-policy-2025,5171504.17,1.647,2026-03-02 10:04:27.834696-05:00,2026-03-02 10:04:49.947994-05:00
717,856,APPROVED,233750.00,15.133,48,"MANUAL_OVERRIDE_RB, CREDIT_OK",l.nakamura,credit-policy-2025,322608.04,0.986,2026-03-06 12:01:59.815297-05:00,2026-03-06 12:02:05.459509-05:00
718,857,DECLINED,,,,"REVENUE_BELOW_MIN,DSCR_BELOW_MIN,TIME_IN_BUSINESS",s.whitfield,credit-policy-2025,75944.33,1.503,2026-02-19 19:01:57.954925-05:00,2026-02-19 19:02:17.417866-05:00
719,858,DECLINED,,,,"INDUSTRY_RESTRICTED, DSCR_BELOW_MIN, NSF_ACTIVITY",a.castellanos,credit-policy-2025,504425.46,1.029,2026-03-14 01:47:11.604416-05:00,2026-03-14 01:47:38.830550-05:00
720,859,APPROVED,36000.00,8.223,12,COLLATERAL_OK,d.pham,credit-policy-2025,164242.79,3.358,2026-02-23 12:47:56.119733-05:00,2026-02-23 12:48:04.548141-05:00
721,860,APPROVED,170000.00,9.535,24,"MANUAL_OVERRIDE_RB,COLLATERAL_OK",m.okonkwo,credit-policy-2024,426736.26,1.54,2026-03-08 18:48:50.406100-05:00,2026-03-08 18:48:58.689923-05:00
722,861,APPROVED,135000.00,12.817,12,"COLLATERAL_OK,TIB_OK,CREDIT_OK",t.rivas,credit-policy-2024,490853.88,3.203,2026-03-09 16:41:16.089049-05:00,2026-03-09 16:41:19.984015-05:00
723,862,DECLINED,,,,"COLLATERAL_SHORTFALL, CREDIT_SCORE, REVENUE_BELOW_MIN",m.okonkwo,credit-policy-2025,124172.23,2.54,2026-02-26 04:18:40.770217-05:00,2026-02-26 04:19:09.487799-05:00
724,863,APPROVED,54000.00,27.016,48,COLLATERAL_OK,t.rivas,credit-policy-2025,191775.77,0.782,2026-02-22 00:23:22.633483-05:00,2026-02-22 00:23:25.445350-05:00
725,864,APPROVED,165750.00,23.939,36,"POLICY_EXCEPTION_APPROVED,",j.beaumont,credit-policy-FINAL2,226500.17,1.052,2026-02-21 05:13:39.934340-05:00,2026-02-21 05:13:59.931598-05:00
726,865,APPROVED,860000.00,21.873,84,"TIB_OK,DSCR_OK,COLLATERAL_OK",l.nakamura,credit-policy-FINAL2,2475895.79,2.566,2026-02-26 04:22:02.807849-05:00,2026-02-26 04:22:17.548659-05:00
727,866,APPROVED,120000.00,9.22,48,POLICY_EXCEPTION_APPROVED,k.abernathy,credit-policy-2025,105155.67,0.718,2026-02-19 18:08:45.111310-05:00,2026-02-19 18:09:13.971751-05:00
728,867,APPROVED,87500.00,9.388,84,,j.beaumont,credit-policy-2025,156776.82,2.051,2026-03-04 18:44:11.421299-05:00,2026-03-04 18:44:32.531018-05:00
729,868,DECLINED,,,,"UNVERIFIED_REVENUE, NSF_ACTIVITY, COLLATERAL_SHORTFALL",j.beaumont,credit-policy-2025,1118222.74,2.4,2026-02-28 13:22:42.916563-05:00,2026-02-28 13:22:48.017919-05:00
730,871,DECLINED,,,,"TIME_IN_BUSINESS, CREDIT_SCORE",s.whitfield,credit-policy-2024,257133.21,1.676,2026-02-22 15:12:33.774419-05:00,2026-02-22 15:12:38.130116-05:00
731,872,DECLINED,,,,"INDUSTRY_RESTRICTED,TIME_IN_BUSINESS,UNVERIFIED_REVENUE",l.nakamura,credit-policy-2024,148759.67,1.972,2026-02-26 21:15:41.008097-05:00,2026-02-26 21:15:56.051206-05:00
732,873,DECLINED,,,,"EXISTING_DEBT,UNVERIFIED_REVENUE",k.abernathy,credit-policy-2025,63034.47,1.345,2026-02-18 21:59:15.549291-05:00,2026-02-18 21:59:19.011575-05:00
733,874,DECLINED,,,,REVENUE_BELOW_MIN,renee.blackwell,credit-policy-2025,273876.09,1.297,2026-02-22 19:48:40.790350-05:00,2026-02-22 19:48:44.915157-05:00
734,875,DECLINED,,,,"DSCR_BELOW_MIN,COLLATERAL_SHORTFALL,NSF_ACTIVITY",t.rivas,credit-policy-2025,181799.31,1.687,2026-02-22 06:13:31.426504-05:00,2026-02-22 06:13:48.204944-05:00
735,876,DECLINED,,,,"UNVERIFIED_REVENUE, DSCR_BELOW_MIN, EXISTING_DEBT",renee.blackwell,credit-policy-2024,1214721.04,1.485,2026-02-23 19:49:42.016683-05:00,2026-02-23 19:50:09.035244-05:00
736,877,COUNTER_OFFER,28000.00,18.469,60,POLICY_EXCEPTION_APPROVED,s.whitfield,credit-policy-2025,231851.53,0.898,2026-02-20 23:48:01.585170-05:00,2026-02-20 23:48:14.178185-05:00
737,879,COUNTER_OFFER,224000.00,13.122,36,"COLLATERAL_OK,MANUAL_OVERRIDE_RB,DSCR_OK",c.obrien,credit-policy-2025,488020.13,1.607,2026-02-19 19:39:17.103002-05:00,2026-02-19 19:39:40.874560-05:00
738,880,APPROVED,28500.00,28.728,24,TIB_OK,c.obrien,credit-policy-2025,92423.76,3.179,2026-03-02 19:29:53.005479-05:00,2026-03-02 19:30:05.798183-05:00
739,882,APPROVED,794500.00,23.817,36,"POLICY_EXCEPTION_APPROVED,CREDIT_OK,MANUAL_OVERRIDE_RB",p.deshmukh,credit-policy-2025,166410.33,2.319,2026-02-27 18:53:12.670055-05:00,2026-02-27 18:53:29.558199-05:00
740,883,DECLINED,,,,"INDUSTRY_RESTRICTED,DSCR_BELOW_MIN,EXISTING_DEBT,STACKED_DEBT",j.beaumont,credit-policy-2025,224746.25,1.856,2026-02-21 07:21:08.100782-05:00,2026-02-21 07:21:13.435608-05:00
741,884,APPROVED,78000.00,7.549,12,POLICY_EXCEPTION_APPROVED,j.beaumont,credit-policy-FINAL2,301274.81,0.873,2026-02-27 04:30:59.904167-05:00,2026-02-27 04:31:07.015930-05:00
742,886,DECLINED,,,,DSCR_BELOW_MIN,j.beaumont,credit-policy-2025,62673.46,1.268,2026-03-02 23:54:31.284689-05:00,2026-03-02 23:54:57.760290-05:00
743,887,COUNTER_OFFER,200000.00,22.073,60,"MANUAL_OVERRIDE_RB,POLICY_EXCEPTION_APPROVED",a.castellanos,credit-policy-2025,228580.40,2.388,2026-02-21 12:48:14.864903-05:00,2026-02-21 12:48:19.982760-05:00
744,888,DECLINED,,,,EXISTING_DEBT,t.rivas,credit-policy-2025,123463.26,1.481,2026-02-21 01:15:17.575496-05:00,2026-02-21 01:15:42.322872-05:00
745,889,DECLINED,,,,"TIME_IN_BUSINESS, DSCR_BELOW_MIN",d.pham,credit-policy-2025,63054.57,0.872,2026-03-15 06:50:42.502169-05:00,2026-03-15 06:51:02.160681-05:00
746,890,DECLINED,,,,,l.nakamura,credit-policy-2025,66642.52,0.904,2026-02-25 10:31:34.348928-05:00,2026-02-25 10:31:51.478397-05:00
